OWCP MEDICAL FEE SCHEDULE - EFFECTIVE
Table of RVU & Conversion Factor values by CPT/HCPCS Codes
Effective Date: June 30, 2020
Last Update: June 30, 2020
Pay Status: B=Bundled (Non-ASC providers); C=Covered; D = Not Payable by DOL; R=Suspend for Review; S = Suspend for Review




Table of RVU & Conversion Factor values by CPT/HCPCS Codes
      CPT                                               NON-FACILITY   FACILITY
      ADA                       PAY          WORK            PE           PE      MPE    GLOBAL   CONVERSION              SHORT DESCRIPTION
75573        C   2.55    6.74    6.74   0.14   XXX   48.52   Ct Hrt W/3D Image Congen
75573   TC   C   0.00    5.81    5.81   0.03   XXX   48.52   Ct Hrt W/3D Image Congen
75573   26   C   2.55    0.93    0.93   0.11   XXX   48.52   Ct Hrt W/3D Image Congen
75574        C   2.40    7.61    7.61   0.12   XXX   48.52   Ct Angio Hrt W/3D Image
75574   TC   C   0.00    6.75    6.75   0.03   XXX   48.52   Ct Angio Hrt W/3D Image
75574   26   C   2.40    0.86    0.86   0.09   XXX   48.52   Ct Angio Hrt W/3D Image
75600        C   0.49    5.07    5.07   0.09   XXX   48.52   Contrast Exam Thoracic Aorta
75600   TC   C   0.00    4.93    4.93   0.01   XXX   48.52   Contrast Exam Thoracic Aorta
75600   26   C   0.49    0.14    0.14   0.08   XXX   48.52   Contrast Exam Thoracic Aorta
75605        C   1.14    2.43    2.43   0.10   XXX   48.52   Contrast Exam Thoracic Aorta
75605   TC   C   0.00    2.10    2.10   0.01   XXX   48.52   Contrast Exam Thoracic Aorta
75605   26   C   1.14    0.33    0.33   0.09   XXX   48.52   Contrast Exam Thoracic Aorta
75625        C   1.44    2.29    2.29   0.19   XXX   48.52   Contrast Exam Abdominl Aorta
75625   TC   C   0.00    1.92    1.92   0.01   XXX   48.52   Contrast Exam Abdominl Aorta
75625   26   C   1.44    0.37    0.37   0.18   XXX   48.52   Contrast Exam Abdominl Aorta
75630        C   2.00    2.61    2.61   0.20   XXX   48.52   X-Ray Aorta Leg Arteries
75630   TC   C   0.00    2.03    2.03   0.01   XXX   48.52   X-Ray Aorta Leg Arteries
75630   26   C   2.00    0.58    0.58   0.19   XXX   48.52   X-Ray Aorta Leg Arteries
75635        C   2.40    9.95    9.95   0.14   XXX   48.52   Ct Angio Abdominal Arteries
75635   TC   C   0.00    9.11    9.11   0.03   XXX   48.52   Ct Angio Abdominal Arteries
75635   26   C   2.40    0.84    0.84   0.11   XXX   48.52   Ct Angio Abdominal Arteries
75705        C   2.18    4.55    4.55   0.36   XXX   48.52   Artery X-Rays Spine
75705   TC   C   0.00    3.76    3.76   0.02   XXX   48.52   Artery X-Rays Spine
75705   26   C   2.18    0.79    0.79   0.34   XXX   48.52   Artery X-Rays Spine
75710        C   1.75    2.65    2.65   0.23   XXX   48.52   Artery X-Rays Arm/Leg
75710   TC   C   0.00    2.17    2.17   0.01   XXX   48.52   Artery X-Rays Arm/Leg
75710   26   C   1.75    0.48    0.48   0.22   XXX   48.52   Artery X-Rays Arm/Leg
75716        C   1.97    2.76    2.76   0.21   XXX   48.52   Artery X-Rays Arms/Legs
75716   TC   C   0.00    2.21    2.21   0.02   XXX   48.52   Artery X-Rays Arms/Legs
75716   26   C   1.97    0.55    0.55   0.19   XXX   48.52   Artery X-Rays Arms/Legs
75726        C   2.05    3.02    3.02   0.13   XXX   48.52   Artery X-Rays Abdomen
75726   TC   C   0.00    2.41    2.41   0.01   XXX   48.52   Artery X-Rays Abdomen
75726   26   C   2.05    0.61    0.61   0.12   XXX   48.52   Artery X-Rays Abdomen
75731        C   1.14    3.39    3.39   0.07   XXX   48.52   Artery X-Rays Adrenal Gland
75731   TC   C   0.00    2.96    2.96   0.02   XXX   48.52   Artery X-Rays Adrenal Gland
75731   26   C   1.14    0.43    0.43   0.05   XXX   48.52   Artery X-Rays Adrenal Gland
75733        C   1.31    3.58    3.58   0.08   XXX   48.52   Artery X-Rays Adrenals
75733   TC   C   0.00    3.13    3.13   0.03   XXX   48.52   Artery X-Rays Adrenals
75733   26   C   1.31   0.45   0.45   0.05   XXX   48.52   Artery X-Rays Adrenals
75736        C   1.14   3.00   3.00   0.11   XXX   48.52   Artery X-Rays Pelvis
75736   TC   C   0.00   2.69   2.69   0.02   XXX   48.52   Artery X-Rays Pelvis
75736   26   C   1.14   0.31   0.31   0.09   XXX   48.52   Artery X-Rays Pelvis
75741        C   1.31   2.62   2.62   0.10   XXX   48.52   Artery X-Rays Lung
75741   TC   C   0.00   2.23   2.23   0.01   XXX   48.52   Artery X-Rays Lung
75741   26   C   1.31   0.39   0.39   0.09   XXX   48.52   Artery X-Rays Lung
75743        C   1.66   2.77   2.77   0.12   XXX   48.52   Artery X-Rays Lungs
75743   TC   C   0.00   2.26   2.26   0.01   XXX   48.52   Artery X-Rays Lungs
75743   26   C   1.66   0.51   0.51   0.11   XXX   48.52   Artery X-Rays Lungs
75746        C   1.14   2.85   2.85   0.08   XXX   48.52   Artery X-Rays Lung
75746   TC   C   0.00   2.48   2.48   0.02   XXX   48.52   Artery X-Rays Lung
75746   26   C   1.14   0.37   0.37   0.06   XXX   48.52   Artery X-Rays Lung
75756        C   1.14   3.34   3.34   0.14   XXX   48.52   Artery X-Rays Chest
75756   TC   C   0.00   3.01   3.01   0.02   XXX   48.52   Artery X-Rays Chest
75756   26   C   1.14   0.33   0.33   0.12   XXX   48.52   Artery X-Rays Chest
75774        C   1.01   1.93   1.93   0.10   ZZZ   48.52   Artery X-Ray Each Vessel
75774   TC   C   0.00   1.65   1.65   0.01   ZZZ   48.52   Artery X-Ray Each Vessel
75774   26   C   1.01   0.28   0.28   0.09   ZZZ   48.52   Artery X-Ray Each Vessel
75801        C   0.00   0.00   0.00   0.00   XXX    0.00   Lymph Vessel X-Ray Arm/Leg
75801   TC   C   0.00   0.00   0.00   0.00   XXX    0.00   Lymph Vessel X-Ray Arm/Leg
75801   26   C   0.81   0.31   0.31   0.11   XXX   48.52   Lymph Vessel X-Ray Arm/Leg
75803        C   0.00   0.00   0.00   0.00   XXX    0.00   Lymph Vessel X-Ray Arms/Legs
75803   TC   C   0.00   0.00   0.00   0.00   XXX    0.00   Lymph Vessel X-Ray Arms/Legs
75803   26   C   1.17   0.44   0.44   0.05   XXX   48.52   Lymph Vessel X-Ray Arms/Legs
75805        C   0.00   0.00   0.00   0.00   XXX    0.00   Lymph Vessel X-Ray Trunk
75805   TC   C   0.00   0.00   0.00   0.00   XXX    0.00   Lymph Vessel X-Ray Trunk
75805   26   C   0.81   0.30   0.30   0.05   XXX   48.52   Lymph Vessel X-Ray Trunk
75807        C   0.00   0.00   0.00   0.00   XXX    0.00   Lymph Vessel X-Ray Trunk
75807   TC   C   0.00   0.00   0.00   0.00   XXX    0.00   Lymph Vessel X-Ray Trunk
75807   26   C   1.17   0.35   0.35   0.06   XXX   48.52   Lymph Vessel X-Ray Trunk
75809        C   0.47   2.06   2.06   0.04   XXX   48.52   Nonvascular Shunt X-Ray
75809   TC   C   0.00   1.89   1.89   0.01   XXX   48.52   Nonvascular Shunt X-Ray
75809   26   C   0.47   0.17   0.17   0.03   XXX   48.52   Nonvascular Shunt X-Ray
75810        C   0.00   0.00   0.00   0.00   XXX    0.00   Vein X-Ray Spleen/Liver
75810   TC   C   0.00   0.00   0.00   0.00   XXX    0.00   Vein X-Ray Spleen/Liver
75810   26   C   1.14   0.19   0.19   0.08   XXX   48.52   Vein X-Ray Spleen/Liver
75820        C   0.70   2.27   2.27   0.07   XXX   48.52   Vein X-Ray Arm/Leg
75820   TC   C   0.00   2.05   2.05   0.01   XXX   48.52   Vein X-Ray Arm/Leg
75820   26   C   0.70   0.22   0.22   0.06   XXX   48.52   Vein X-Ray Arm/Leg
75822        C   1.06   2.40   2.40   0.10   XXX   48.52   Vein X-Ray Arms/Legs
75822   TC   C   0.00   2.08   2.08   0.01   XXX   48.52   Vein X-Ray Arms/Legs
75822   26   C   1.06   0.32   0.32   0.09   XXX   48.52   Vein X-Ray Arms/Legs
75825        C   1.14   2.28   2.28   0.13   XXX   48.52   Vein X-Ray Trunk
75825   TC   C   0.00   1.97   1.97   0.01   XXX   48.52   Vein X-Ray Trunk
75825   26   C   1.14   0.31   0.31   0.12   XXX   48.52   Vein X-Ray Trunk
75827        C   1.14   2.41   2.41   0.14   XXX   48.52   Vein X-Ray Chest
75827   TC   C   0.00   2.10   2.10   0.01   XXX   48.52   Vein X-Ray Chest
75827   26   C   1.14   0.31   0.31   0.13   XXX   48.52   Vein X-Ray Chest
75831        C   1.14   2.46   2.46   0.10   XXX   48.52   Vein X-Ray Kidney
75831   TC   C   0.00   2.15   2.15   0.01   XXX   48.52   Vein X-Ray Kidney
75831   26   C   1.14   0.31   0.31   0.09   XXX   48.52   Vein X-Ray Kidney
75833        C   1.49   2.76   2.76   0.20   XXX   48.52   Vein X-Ray Kidneys
75833   TC   C   0.00   2.37   2.37   0.02   XXX   48.52   Vein X-Ray Kidneys
75833   26   C   1.49   0.39   0.39   0.18   XXX   48.52   Vein X-Ray Kidneys
75840        C   1.14   2.77   2.77   0.06   XXX   48.52   Vein X-Ray Adrenal Gland
75840   TC   C   0.00   2.34   2.34   0.01   XXX   48.52   Vein X-Ray Adrenal Gland
75840   26   C   1.14   0.43   0.43   0.05   XXX   48.52   Vein X-Ray Adrenal Gland
75842        C   1.49   3.25   3.25   0.10   XXX   48.52   Vein X-Ray Adrenal Glands
75842   TC   C   0.00   2.69   2.69   0.02   XXX   48.52   Vein X-Ray Adrenal Glands
75842   26   C   1.49   0.56   0.56   0.08   XXX   48.52   Vein X-Ray Adrenal Glands
75860        C   1.14   2.65   2.65   0.10   XXX   48.52   Vein X-Ray Neck
75860   TC   C   0.00   2.29   2.29   0.01   XXX   48.52   Vein X-Ray Neck
75860   26   C   1.14   0.36   0.36   0.09   XXX   48.52   Vein X-Ray Neck
75870        C   1.14   3.80   3.80   0.23   XXX   48.52   Vein X-Ray Skull
75870   TC   C   0.00   3.35   3.35   0.01   XXX   48.52   Vein X-Ray Skull
75870   26   C   1.14   0.45   0.45   0.22   XXX   48.52   Vein X-Ray Skull
75872        C   1.14   2.77   2.77   0.06   XXX   48.52   Vein X-Ray Skull Epidural
75872   TC   C   0.00   2.34   2.34   0.01   XXX   48.52   Vein X-Ray Skull Epidural
75872   26   C   1.14   0.43   0.43   0.05   XXX   48.52   Vein X-Ray Skull Epidural
75880        C   0.70   2.60   2.60   0.04   XXX   48.52   Vein X-Ray Eye Socket
75880   TC   C   0.00   2.34   2.34   0.01   XXX   48.52   Vein X-Ray Eye Socket
75880   26   C   0.70   0.26   0.26   0.03   XXX   48.52   Vein X-Ray Eye Socket
75885        C   1.44   2.67   2.67   0.10   XXX   48.52   Vein X-Ray Liver W/Hemodynam
75885   TC   C   0.00   2.27   2.27   0.01   XXX   48.52   Vein X-Ray Liver W/Hemodynam
75885   26   C   1.44   0.40   0.40   0.09   XXX   48.52   Vein X-Ray Liver W/Hemodynam
75887        C   1.44   2.70   2.70   0.10   XXX   48.52   Vein X-Ray Liver W/O Hemodyn
75887   TC   C   0.00   2.28   2.28   0.01   XXX   48.52   Vein X-Ray Liver W/O Hemodyn
75887   26   C   1.44   0.42   0.42   0.09   XXX   48.52   Vein X-Ray Liver W/O Hemodyn
75889        C   1.14   2.60   2.60   0.07   XXX   48.52   Vein X-Ray Liver W/Hemodynam
75889   TC   C   0.00   2.27   2.27   0.01   XXX   48.52   Vein X-Ray Liver W/Hemodynam
75889   26   C   1.14   0.33   0.33   0.06   XXX   48.52   Vein X-Ray Liver W/Hemodynam
75891        C   1.14   2.66   2.66   0.07   XXX   48.52   Vein X-Ray Liver
75891   TC   C   0.00   2.30   2.30   0.01   XXX   48.52   Vein X-Ray Liver
75891   26   C   1.14   0.36   0.36   0.06   XXX   48.52   Vein X-Ray Liver
75893        C   0.54   2.65   2.65   0.06   XXX   48.52   Venous Sampling By Catheter
75893   TC   C   0.00   2.47   2.47   0.01   XXX   48.52   Venous Sampling By Catheter
75893   26   C   0.54   0.18   0.18   0.05   XXX   48.52   Venous Sampling By Catheter
75894        C   0.00   0.00   0.00   0.00   XXX    0.00   X-Rays Transcath Therapy
75894   TC   C   0.00   0.00   0.00   0.00   XXX    0.00   X-Rays Transcath Therapy
75894   26   C   1.31   0.51   0.51   0.22   XXX   48.52   X-Rays Transcath Therapy
75898        C   0.00   0.00   0.00   0.00   XXX    0.00   Follow-Up Angiography
75898   TC   C   0.00   0.00   0.00   0.00   XXX    0.00   Follow-Up Angiography
75898   26   C   1.65   0.64   0.64   0.27   XXX   48.52   Follow-Up Angiography
75901        C   0.49    5.61    5.61   0.05   XXX   48.52   Remove Cva Device Obstruct
75901   TC   C   0.00    5.46    5.46   0.02   XXX   48.52   Remove Cva Device Obstruct
75901   26   C   0.49    0.15    0.15   0.03   XXX   48.52   Remove Cva Device Obstruct
75902        C   0.39    1.97    1.97   0.04   XXX   48.52   Remove Cva Lumen Obstruct
75902   TC   C   0.00    1.85    1.85   0.01   XXX   48.52   Remove Cva Lumen Obstruct
75902   26   C   0.39    0.12    0.12   0.03   XXX   48.52   Remove Cva Lumen Obstruct
75956        C   0.00    0.00    0.00   0.00   XXX    0.00   Xray Endovasc Thor Ao Repr
75956   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   Xray Endovasc Thor Ao Repr
75956   26   C   7.00    1.55    1.55   1.25   XXX   48.52   Xray Endovasc Thor Ao Repr
75957        C   0.00    0.00    0.00   0.00   XXX    0.00   Xray Endovasc Thor Ao Repr
75957   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   Xray Endovasc Thor Ao Repr
75957   26   C   6.00    1.30    1.30   1.09   XXX   48.52   Xray Endovasc Thor Ao Repr
75958        C   0.00    0.00    0.00   0.00   XXX    0.00   Xray Place Prox Ext Thor Ao
75958   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   Xray Place Prox Ext Thor Ao
75958   26   C   4.00    0.88    0.88   0.68   XXX   48.52   Xray Place Prox Ext Thor Ao
75959        C   0.00    0.00    0.00   0.00   XXX    0.00   Xray Place Dist Ext Thor Ao
75959   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   Xray Place Dist Ext Thor Ao
75959   26   C   3.50    0.77    0.77   0.62   XXX   48.52   Xray Place Dist Ext Thor Ao
75970        C   0.00    0.00    0.00   0.00   XXX    0.00   Vascular Biopsy
75970   TC   C   0.00    0.00    0.00   0.00   XXX    0.00   Vascular Biopsy
75970   26   C   0.83    0.25    0.25   0.05   XXX   48.52   Vascular Biopsy
75984        C   0.72    2.01    2.01   0.06   XXX   48.52   Xray Control Catheter Change
75984   TC   C   0.00    1.79    1.79   0.01   XXX   48.52   Xray Control Catheter Change
75984   26   C   0.72    0.22    0.22   0.05   XXX   48.52   Xray Control Catheter Change
75989        C   1.19    2.15    2.15   0.09   XXX   48.52   Abscess Drainage Under X-Ray
75989   TC   C   0.00    1.76    1.76   0.01   XXX   48.52   Abscess Drainage Under X-Ray
75989   26   C   1.19    0.39    0.39   0.08   XXX   48.52   Abscess Drainage Under X-Ray
76000        C   0.30    0.84    0.84   0.04   XXX   48.52   Fluoroscope Examination
76000   TC   C   0.00    0.73    0.73   0.01   XXX   48.52   Fluoroscope Examination
76000   26   C   0.30    0.11    0.11   0.03   XXX   48.52   Fluoroscope Examination
76010        D   0.18    0.61    0.61   0.02   XXX   48.52   X-Ray Nose To Rectum
76010   TC   D   0.00    0.54    0.54   0.01   XXX   48.52   X-Ray Nose To Rectum
76010   26   D   0.18    0.07    0.07   0.01   XXX   48.52   X-Ray Nose To Rectum
76080        C   0.54    1.09    1.09   0.04   XXX   48.52   X-Ray Exam Of Fistula
76080   TC   C   0.00    0.92    0.92   0.01   XXX   48.52   X-Ray Exam Of Fistula
76080   26   C   0.54    0.17    0.17   0.03   XXX   48.52   X-Ray Exam Of Fistula
76098        C   0.31    0.87    0.87   0.03   XXX   48.52   X-Ray Exam Breast Specimen
76098   TC   C   0.00    0.75    0.75   0.01   XXX   48.52   X-Ray Exam Breast Specimen
76098   26   C   0.31    0.12    0.12   0.02   XXX   48.52   X-Ray Exam Breast Specimen
76100        C   0.58    2.11    2.11   0.06   XXX   48.52   X-Ray Exam Of Body Section
76100   TC   C   0.00    1.86    1.86   0.01   XXX   48.52   X-Ray Exam Of Body Section
76100   26   C   0.58    0.25    0.25   0.05   XXX   48.52   X-Ray Exam Of Body Section
76101        C   0.58    2.06    2.06   0.13   XXX   48.52   Complex Body Section X-Ray
76101   TC   C   0.00    1.97    1.97   0.02   XXX   48.52   Complex Body Section X-Ray
76101   26   C   0.58    0.09    0.09   0.11   XXX   48.52   Complex Body Section X-Ray
76102        C   0.58    4.33    4.33   0.05   XXX   48.52   Complex Body Section X-Rays
76102   TC   C   0.00    4.05    4.05   0.02   XXX   48.52   Complex Body Section X-Rays
76102   26   C   0.58    0.28    0.28   0.03   XXX   48.52   Complex Body Section X-Rays
76120        C   0.38    2.64    2.64   0.04   XXX   48.52   Cine/Video X-Rays
76120   TC   C   0.00    2.51    2.51   0.01   XXX   48.52   Cine/Video X-Rays
76120   26   C   0.38    0.13    0.13   0.03   XXX   48.52   Cine/Video X-Rays
76125        C   0.00    0.00    0.00   0.00   ZZZ    0.00   Cine/Video X-Rays Add-On
76125   TC   C   0.00    0.00    0.00   0.00   ZZZ    0.00   Cine/Video X-Rays Add-On
76125   26   C   0.27    0.10    0.10   0.01   ZZZ   48.52   Cine/Video X-Rays Add-On
76140        C   0.00    0.00    0.00   0.00   XXX   48.52   X-Ray Consultation
76376        C   0.20    0.43    0.43   0.02   XXX   48.52   3D Render W/Intrp Postproces
76376   TC   C   0.00    0.36    0.36   0.01   XXX   48.52   3D Render W/Intrp Postproces
76376   26   C   0.20    0.07    0.07   0.01   XXX   48.52   3D Render W/Intrp Postproces
76377        C   0.79    1.18    1.18   0.06   XXX   48.52   3D Render W/Intrp Postproces
76377   TC   C   0.00    0.89    0.89   0.01   XXX   48.52   3D Render W/Intrp Postproces
76377   26   C   0.79    0.29    0.29   0.05   XXX   48.52   3D Render W/Intrp Postproces
76380        C   0.98    3.03    3.03   0.06   XXX   48.52   Cat Scan Follow-Up Study
76380   TC   C   0.00    2.69    2.69   0.01   XXX   48.52   Cat Scan Follow-Up Study
76380   26   C   0.98    0.34    0.34   0.05   XXX   48.52   Cat Scan Follow-Up Study
76390        C   1.40   10.51   10.51   0.07   XXX   48.52   Mr Spectroscopy
76390   TC   C   0.00    9.97    9.97   0.01   XXX   48.52   Mr Spectroscopy
76390   26   C   1.40    0.54    0.54   0.06   XXX   48.52   Mr Spectroscopy
76391        C   1.10    5.38    5.38   0.06   XXX   48.52   Mr Elastography
76391   TC   C   0.00    4.95    4.95   0.01   XXX   48.52   Mr Elastography
76391   26   C   1.10    0.43    0.43   0.05   XXX   48.52   Mr Elastography
76496        D   0.00    0.00    0.00   0.00   XXX    0.00   Fluoroscopic Procedure
76496   TC   D   0.00    0.00    0.00   0.00   XXX    0.00   Fluoroscopic Procedure
76496   26   D   0.00    0.00    0.00   0.00   XXX    0.00   Fluoroscopic Procedure
76497        D   0.00    0.00    0.00   0.00   XXX    0.00   Ct Procedure
76497   TC   D   0.00    0.00    0.00   0.00   XXX    0.00   Ct Procedure
76497   26   D   0.00    0.00    0.00   0.00   XXX    0.00   Ct Procedure
76498        D   0.00    0.00    0.00   0.00   XXX    0.00   MRI Procedure
76498   TC   D   0.00    0.00    0.00   0.00   XXX    0.00   MRI Procedure
76498   26   D   0.00    0.00    0.00   0.00   XXX    0.00   MRI Procedure
76499        D   0.00    0.00    0.00   0.00   XXX    0.00   Radiographic Procedure
76499   TC   D   0.00    0.00    0.00   0.00   XXX    0.00   Radiographic Procedure
76499   26   D   0.00    0.00    0.00   0.00   XXX    0.00   Radiographic Procedure
76506        C   0.63    2.56    2.56   0.06   XXX   48.52   Echo Exam Of Head
76506   TC   C   0.00    2.33    2.33   0.01   XXX   48.52   Echo Exam Of Head
76506   26   C   0.63    0.23    0.23   0.05   XXX   48.52   Echo Exam Of Head
76510        C   0.70    1.84    1.84   0.02   XXX   48.52   Ophth Us B & Quant A
76510   TC   C   0.00    1.21    1.21   0.01   XXX   48.52   Ophth Us B & Quant A
76510   26   C   0.70    0.63    0.63   0.01   XXX   48.52   Ophth Us B & Quant A
76511        C   0.64    1.09    1.09   0.02   XXX   48.52   Ophth Us Quant A Only
76511   TC   C   0.00    0.72    0.72   0.01   XXX   48.52   Ophth Us Quant A Only
76511   26   C   0.64    0.37    0.37   0.01   XXX   48.52   Ophth Us Quant A Only
76512        C   0.56    0.91    0.91   0.02   XXX   48.52   Ophth Us B W/Non-Quant A
76512   TC   C   0.00    0.59    0.59   0.01   XXX   48.52   Ophth Us B W/Non-Quant A
76512   26   C   0.56    0.32    0.32   0.01   XXX   48.52   Ophth Us B W/Non-Quant A
76513        C   0.66   2.13   2.13   0.02   XXX   48.52   Echo Exam Of Eye Water Bath
76513   TC   C   0.00   1.78   1.78   0.01   XXX   48.52   Echo Exam Of Eye Water Bath
76513   26   C   0.66   0.35   0.35   0.01   XXX   48.52   Echo Exam Of Eye Water Bath
76514        C   0.14   0.18   0.18   0.02   XXX   48.52   Echo Exam Of Eye Thickness
